,Ulasan,Label,clean_teks
594,"Barang yg diterima beda dgn yg saya pesan,, bikin kecewa...😒 
Pdhl jelas nomor seri yg saya pesan beda dgn yg saya terima... Mulai dr case beda : case yg saya pesan ada warna gold di bagian depan, tapi yg saya terima case silver smua... 
Lalu strap juga warna beda &amp; pengait juga beda : yg saya pesan pengait bahan bukan webbing tapi macam stainless warna gold juga, tapi yg saya terima strap trnyta bahan webbing &amp; warna hitam...  
Pdhl harga lumayan... 😤
Haduuhh,, payahh...👎",0,barang terima beda pesan bikin kecewa pdhl nomor seri pesan beda terima dr case beda case pesan warna gold terima case silver smua strap warna beda amp kait beda pesan kait bahan webbing stainless warna gold terima strap trnyta bahan webbing amp warna hitam pdhl harga lumayan haduuhh payahh
595,"Pengiriman lambat...slow respon
Kurang puas..barang china..
Kartu garansi kurang meyakinkan..",0,kirim lambatslow respon puasbarang china kartu garansi
596,"Barang bagus scr design dan warna tp kenapa date nya kurang otomatis y? Pertama kali pakai sy harus manual kan date sampai 3hr trus jalan lg normal, hari ini sama lagi date nya gak jalan otomatis? Ini benar asli kan? Apa cara kerja nya mmg spt itu or bgmn? Lalu warna biru nya sdh mulai kelihatan pudar disisi bawah baru sy pakai 2 minggu kok cepat skl. Saya beli jam tgn 600rb baru pudar 2th stlh pemakaian.. tolong bs dijelaskan biar bintang nnt bs kembali berbicara utk anda. Bisa claim garansi ke toko anda? Krn harga jam ini mahal shrsnya sesuai dgn  kualitas. Thank",0,barang bagus scr design warna tp date nya otomatis y kali pakai sy manual date hr trus jalan lg normal date nya gak jalan otomatis asli kerja nya mmg spt or bagaimanalalu warna biru nya pudar sisi sy pakai minggu cepat skl beli jam tgn rb pudar th stlh pakai tolong bs biar bintang nnt bs bicara utk claim garansi toko krn harga jam mahal shrsnya sesuai kualitas thank
597,Amat sangat mengecewakan. Saya batalkan pembelian dikarenakan salah kirim dan juga diminta menunggu untuk retur barang karena stok kosong. Respon penjual dalam penyelesain retur barang amat sangat lambat.,0,kecewa batal beli salah kirim tunggu retur barang stok kosong respon jual penyelesain retur barang lambat
598,Belum 1 bulan udah rusak. Dikira abis baterai tapi ternyata baterai masih full. Pas cek ke toko jam ternyata sebelumnya udah pernah dibongkar dan ada karet yg lepas.,0,udah rusak abis baterai baterai full pas cek toko jam udah bongkar karet lepas
599,"Respon dan packing sgt baik namun Agak kecewa karena tnyt mesin china bukan jepang,jdi kurang percaya ini ori..",0,respon packing sgt kecewa tnyt mesin china jepangjdi percaya ori
600,"Kaya jam anak anak ternyata pas dr dekat, build nya jelek. Masak casio 700rbuan kaya begini, oh iya sama bukan garansi casio indonesia, harusnya diketerangan dikasih tau kalau bukan barang resmi indo",0,kaya jam anak anak pas dr build nya jelek masak casio rbuan kaya oh iya garansi casio indonesia terang kasih tau barang resmi indo
601,"Tidak ada kartu garansi, katanya dari brand resmi. Ini original apa kw?
Jam nya sangat kecil, jauh dari perkiraan. Ini mah jam nya anak2.",0,kartu garansi brand resmi original kw jam nya kira mah jam nya anak
602,Lumayan dah buat koleksi Anak anak,0,lumayan dah koleksi anak anak
603,"Kaca jam ny lepas, g tanggung jwb",0,kaca jam ny lepas g tanggung jwb
604,kecil banget kecewa banget,0,banget kecewa banget
605,Jamnya ukuranya kecil jd ngk sesuai ekspetasi,0,jam ukuranya jd ngk sesuai ekspetasi
606,sy order yg tipe MQ 71 4BDF malah seller kirim tipe lain yg sy gak suka 😈 kalo emang gak ada stocknya tlg dong sy diberitahu jd sy bs pilih model lain. Sy kapoklah gak mau belanja di toko ini lg....,0,sy order tipe mq bdf seller kirim tipe sy gak suka kalo emang gak stocknya tlg sy diberitahu jd sy bs pilih model sy kapok gak belanja toko lg
607,"Setelah menunggu dr retur, akhirnya dtg jg. Baiknya sebelum kirim pastikan kondisi jam dalam keadaan baik. Sehingga pembeli pun tdk dirugikan dgn waktu dan biaya retur. Update 25 Dec 2018: Baru coba dipakai hari ini sebagai hadiah natal keponakan saya, ternyata jam bermasalah lg tidak hidup kembali. Merasa malu sebagai hadiah tp mengecewakan.",0,tunggu dr retur dtg jg baik kirim pasti kondisi jam beli rugi biaya retur update dec coba pakai hadiah natal keponakan jam masalah lg hidup malu hadiah tp kecewa
608,"Barangnya biasa aja, untung belinya dapet harga flash sale, kalo harga asli dbandingin sama barangnya mah mending beli merk lain aja. Mana sellernya juga ngeproses pembeliannya lama bener lagi. Tapi bintang diatas cuma buat penilaian barang, jadi masih bisa dapet bintang 2.",0,barang aja untung beli dapet harga flash sale kalo harga asli dbandingin barang mah mending beli merk aja sellernya ngeproses beli bener bintang atas nilai barang dapet bintang
609,"Ketika menerima barang yang dikirim kondisinya mati, kemudian ketika di klaim responnya lama banget, apalagi ketika minta alamat toko offline untuk retur (mana biaya sendiri) terkesan ditutup2i.... sorry for this comment.....",0,terima barang kirim kondisi mati klaim responnya banget alamat toko offline retur biaya kes tutup sorry for this comment
610,"Walpaper dalam jam kacanya lecek setengah,ga sesuai dengan pict",0,walpaper jam kaca lecek setengahga sesuai pict
611,"Sangat mengecewakan. Sudah retur untuk perbaikan, kembali masih ada cacatnya pula. Untuk harga segini sangat tidak worth",0,kecewa retur baik cacat harga gin worth
612,"Buckle harga 200ribu. Waktu datang, kondisi sudah banyak lecet dan baretnya. Seller cuma mengatakan &#34;kalau besi memang gitu, nanti juga akan lecet karena pemakaian.&#34; Fungsi deploynya juga suka ngadat. Sangat kecewa dengan kualitas yang tidak sebanding dengan harganya.",0,buckle harga ribu kondisi lecet baret seller besi gitu lecet pakai fungsi deploynya suka ngadat kecewa kualitas banding harga
613,"Respon lama, seller tdk komunikatif😧",0,respon seller komunikatif
614,"waduhhh bro kurang teliti dalam QC , tp utk harga segitu ok lah ... ada yg bopeng dibagian lingkaran jam dan pengaitnya ane kira stainles ternyata plastik... thx yah overall saya puas bro ...",0,waduhhh bro teliti qc tp utk harga segitu ok bopeng bagi lingkar jam kait ane stainles plastik thx yah overall puas bro
615,"Jam nya beda dengan yg pernah sy beli dulu ditoko ini jg. ""tidak ada logo & merk NIXON nya yg skrng.",0,jam nya beda sy beli toko jg tidak logo merk nixon nya skrng
616,"packingan cmn buble 1 lapis , bahkan jamnya masih kelihatan dari luar, lain kali tolong diperhatikan packingannya",0,packingan cmn buble lapis jam kali tolong perhati packingannya
617,"proses pengirimannya agak lambat,memakan wak tu seminggu untuk sampe kerumah",0,proses kirim lambatmemakan wak tu minggu sampe rumah
618,"barang sudah sampe,thanks. lumayan bagus",0,barang sampethanks lumayan bagus
619,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo,0,apik tenan brooooooooooooooooooooooooooooooooooooooooooooooooo
620,barang sudah sampai.....................................................................................................,0,barang
621,oke makasih barang saya udah sampai,0,oke makasih barang udah
622,"gak bisa disetting 24jam, ada harga ada rupa",0,gak disetting jam harga rupa
623,waduh baru sekali kena air langsung masuk deh air nya katanya kuat air dan saya cuma pake sambil wudhu apalagi kalo pake renang hadeuh,0,kena air langsung masuk deh air nya kuat air pake wudhu kalo pake renang hadeuh
624,saya kecewa gan... baru pakai sekali knapa lansung berembun... setelah kena air,0,kecewa gan pakai knapa lansung embun kena air
625,"sip, . ,......... .....,.. ..     ........ .",0,sip
626,------------------------------------------------,0,------------------------------------------------
627,"3 hari baru dikirim, mana barangnya salah juga",0,kirim barang salah
628,merk berbeda dengan deskripsi dan foto,0,merk beda deskripsi foto
629,kurang mumuaskan kabelnya,0,mumuaskan kabel
630,gimana mau review dikirim jugal kagak padahal di diskusi ngomong ready,0,gimana review kirim jugal kagak diskusi ngomong ready
631,"tidak bisa dipakai.  maaf lama balasnya.  beli mahal2 tetapi tdk bs dipakai.  g recomended. 
terima kasih. 
sy rugi banyak sekali",0,pakai maaf balas beli mahal bs pakai g rekomen ed terima kasih sy rugi
632,Barang yg dikirim tdk sesuai keterangan .. proses refound 2minggu,0,barang kirim sesuai terang proses refound minggu
633,"Tidak dapat batrai, produk sudah usang seperti barang bekas",0,batrai produk usang barang bekas
634,Tidak ada softcase nya.,0,softcase nya
635,"Sudah chat minta nota tapi g dikasih,dimintain solusi gak dibalas,barang dikirim tanpa bubblewarp.mohon diperbaiki pelayanan kedepannya !",0,chat nota g dikasihdimintain solusi gak dibalasbarang kirim bubblewarpmohon baik layan depan
636,produk yg dikirim kualitas jelek sekali,0,produk kirim kualitas jelek
637,"Barangnya tidak sampai, sampainya ke orang lain atas nama “erna” entah siapa",0,barang sampai orang nama erna
638,beli disini karena ada softcasenya. diterima tidak ada softcasenya.,0,beli softcasenya terima softcasenya
639,Kabelnya putus ga konek.,0,kabel putus ga konek
640,"Pengiriman lambat bilang bisa hari itu juga, ternyata harus nunggu 2 hari",0,kirim lambat bilang nunggu
641,"Foto barang tidak sesuai dengan deskripsi barang, mohon gambarnya diubah. Gambarnya MD to HDMI, deskripsi barang MD to VGA.",0,foto barang sesuai deskripsi barang mohon gambar ubah gambar md to hdmi deskripsi barang md to vga
642,Barang yg dikirim tidak sesuai dengan yang dipesan..,0,barang kirim sesuai pes
643,"Converter usb to vga tidak terpakai, saya masih tetap barus bayar. Semoga berkah ya.. Thanks!",0,converter usb to vga pakai barus bayar moga berkah ya thanks
644,"Gan....pesan 2 barang, yg datang (dikirim) cuman 1 barang....gimana nich...RUGI BANYAK klo gini",0,ganpesan barang kirim cuman baranggimana nichrugi klo gin
645,"Produk belum sampai,,dan uang belum d kmbalikan",0,produk sampaidan uang d kmbalikan
646,tampilan mouse nya beda sama yang lain,0,tampil mouse nya beda
647,Barang sdh sampai.... sayang kemasan kurang rapi (bisa di bilang rusak) tapi barang msh aman... mohon d tingkatkan pengemasannya...,0,barang sayang kemas rapi bilang rusak barang msh aman mohon d tingkat emas
648,Bisa dipakai tapi daya lemah bila dipakai lebih dari dua slot.,0,pakai daya lemah pakai slot
649,"Barang rusak, katanya bisa di bailikin?",0,barang rusak bailikin
650,"posisi semua port usb on semua lampu hidup, dicolok kabel ke 1 keyboard xternal - ok, docolok kabel ke 2 kabel speaker laptop, coba di lubang ke 3,4,5,6,7 semua lampu mati. kenapa gtu ya ...?",0,posisi port usb on lampu hidup colok kabel keyboard xternal - ok docolok kabel kabel speaker laptop coba lubang lampu mati gtu ya
651,Barang sih cukup bisa digunakan tapi kirim barang tidak sesuai seharusnya warna hitam,0,barang sih kirim barang sesuai warna hitam
652,Barang palsu nih.. saya coba hubungkan ternyata tidak terdetect sebagai USB 3.0. Sangat mengecewakan.,0,barang palsu nih coba hubung terdetect usb kecewa
653,Warnanya tdk sesuai pesanan. Tdk ada chat/pemberitahuan jg.,0,warna sesuai pesan chat pemberitahuan jg
654,Mantapppp.............................,0,mantapppp
655,"Pengiriman lama sekali &amp;amp; tidak ada follow up dari seller mengenai komplain tsb, packaging&#39;y pun hanya dgn plastik kresek, kualitas barang biasa saja, semua lubang berfungsi hanya saja utk dicolok dgn usb otg sangat sangat keras &amp;amp; susah sekali.",0,kirim ampamp follow up seller komplain tsb packagingy plastik kresek kualitas barang lubang fungsi utk colok usb otg keras ampamp susah
656,"mengecewakan, tidak sesuai deskripsi, tidak compatible dengan usb 3.0",0,kecewa sesuai deskripsi compatible usb
657,"tulisannya doang usb 3.0,  aslinya usb 2.0 cuman warna portnya aja biru. not recomended gan",0,tulis doang usb asli usb cuman warna portnya aja biru not rekomen ed gan
658,Analog kanan tidak bisa dipakai,0,analog kanan pakai
659,"Payah ... sudah di tulisin di keterangan minta Mtech ... ehhh di kirimnya apa, maksa banget!!",0,payah tulisin terang mtech ehhh kirim maksa banget
660,Pesen nya Joystick Merk M-Tech yang di kirim nya Beda Merk NISUTA 😠😠,0,sen nya joystick merk m-tech kirim nya beda merk nisuta
661,"Produknya belum diterima sampai saat ini.  Tapi sudah ada yang centang selesai.  Sangat kecewa.
Selesai transaksi otomatis dari Tokopedia.  Tokopedia untuk merevisi kebijakan mereka untuk otomatis transaksi selesai bila 2 hari barang diterima.  Masalahnya kalau barang tidak diterima oleh pemesan, tetapi jatuh ke tangan orang lain.  Maka otomatis 2 hari transaksi selesai.",0,produk terima centang selesai kecewa selesai transaksi otomatis tokopedia tokopedia revisi bijak otomatis transaksi selesai barang terima barang terima mes jatuh tangan orang otomatis transaksi selesai
662,"Dilapaknya merk mtech,  tp yg dikirim nisuta
Barang sangkat ringkih dan enteng
Sblm beli mhn hati gan, biar ane aja yg kecewa",0,lapak merk mtech tp kirim nisuta barang sangkat ringkih enteng sblm beli mhn hati gan biar ane aja kecewa
663,"Kualitas produk : 👍 (kapasitornya terbakar 2 biji)
pelayanan : 👍👍👍👍
Pengiriman : 👍👍👍👍👍",0,kualitas produk kapasitor bakar biji layan kirim
664,"Packing rapi ,tapi barang ķotor ga sesuai merk dideskripsi,berdebu,ada yang bocel atau lecet analaognya
.
Tapi berfungsi dgn baik",0,packing rapi barang otor ga sesuai merk dideskripsiberdebuada bocel lecet analaognya fungsi
665,"Makasih ya mas sudah salah kirim, next time dicek dulu ya😘",0,makasih ya mas salah kirim next time cek ya
666,"kurang memuaskan gan, barang diterima satu tombol nya tidak berfungsi dan tidak sesuai deskripsi. Kecewa berat gan",0,muas gan barang terima tombol nya fungsi sesuai deskripsi kecewa berat gan
667,Gamepad cuma satu doang yg bisa,0,gamepad doang
668,barangnya sih cepat sampai tapi tidak bisa berfungsi/rusak,0,barang sih cepat fungsi rusak
669,"STICKNYA ATU DOANG YG NYALA,,",0,sticknya atu doang nyala
670,Saya sedang menunggu uang pengembalian krn tidak bisa dikembalikan dgn barang yg sama...,0,tunggu uang kembali krn kembali barang
671,Gan saya mintanya RJ45 ko dikasih tang RJ nya?,0,gan minta rj ko kasih tang rj nya
672,"Barang yg di pesan tidak sesuai pesanan...( pesan 2 jenis barang )yg datang...cuman satu, RUGI.....banyak",0,barang pesan sesuai pesan pesan jenis barang datangcuman rugibanyak
673,Barang tidak sesuai gambar dan ekspektasi,0,barang sesuai gambar ekspektasi
674,"Barang di retur gara2 pointer mouse ga jalan alias ga bisa d gunakan... Ongkir retur di bebankan ke pembeli smua smpai biaya kirim balik,,, pelapak nya ga mau rugi banget... Untung mouse nya yang retur berjalan dengan baik,,  dan bisa di gunakan n lancar..",0,barang retur gara pointer mouse ga jalan alias ga d ongkir retur beban beli smua smpai biaya kirim lapak nya ga rugi banget untung mouse nya retur jalan n lancar
675,Mouse nya gak ikut kursor,0,mouse nya gak kursor
676,Kecewa.. sudah tulis pesan warna hitam. Yang dikirim malah warna putih..,0,kecewa tulis pesan warna hitam kirim warna putih
677,"Baru 2 hari sudah tidak nyala mousenya, apakah karena battery nya habis? Padahal saya pakai battery bawaannya. Mouse kadang nyala kadang mati, tolong pencerahaannya",0,nyala mousenya battery nya habis pakai battery bawa mouse kadang nyala kadang mati tolong pencerahaannya
678,sip lah walaupun lama banget,0,sip banget
679,Kemasan nya kurang rapih,0,kemas nya rapih
680,"Gambar di iklan hitam , ga dikasih keterangan warna  dikirimnya putih .. ga ada usb receiver nya penjualnya ga kasih solusi .. mau di komplain nnt kasian duitnya ga masuk.. ikhlasin aja lah ..",0,gambar iklan hitam ga kasih terang warna kirim putih ga usb receiver nya jual ga kasih solusi komplain nnt kasi duit ga masuk ikhlasin aja
681,"Barang yang dikirimkan tidak bisa dipakai (rusak). Minta solusi via chat, tidak ditanggapin. Seller kurang bertanggung jawab dalam hal garansi barang cacat. Seller berdalih barang dites normal sebelum dikirim. Tetapi saat barang sampai, seller lepas tangan. Ya sudah lah...",0,barang kirim pakai rusak solusi via chat ditanggapin seller tanggung garansi barang cacat seller dalih barang tes normal kirim barang seller lepas tangan ya
